serial,timestamp,gameid,value,,,
905,"Date:  Wed, 01 Jan 2020 06:31:22 GMT6 months ago",Game #2700780, 1.51x,,,
906,"Date:  Wed, 01 Jan 2020 06:31:37 GMT6 months ago",Game #2700781, 3.05x,,,
907,"Date:  Wed, 01 Jan 2020 06:32:01 GMT6 months ago",Game #2700782, 1.9x,,,
908,"Date:  Wed, 01 Jan 2020 06:32:18 GMT6 months ago",Game #2700783, 1.44x,,,
909,"Date:  Wed, 01 Jan 2020 06:32:32 GMT6 months ago",Game #2700784, 1.03x,,,
910,"Date:  Wed, 01 Jan 2020 06:32:41 GMT6 months ago",Game #2700785, 1.27x,,,
911,"Date:  Wed, 01 Jan 2020 06:32:52 GMT6 months ago",Game #2700786, 1.39x,,,
912,"Date:  Wed, 01 Jan 2020 06:33:05 GMT6 months ago",Game #2700787, 1.72x,,,
913,"Date:  Wed, 01 Jan 2020 06:33:22 GMT6 months ago",Game #2700788, 2.1x,,,
914,"Date:  Wed, 01 Jan 2020 06:33:41 GMT6 months ago",Game #2700789, 5.56x,,,
915,"Date:  Wed, 01 Jan 2020 06:34:13 GMT6 months ago",Game #2700790, 5.01x,,,
916,"Date:  Wed, 01 Jan 2020 06:34:45 GMT6 months ago",Game #2700791, 1.25x,,,
917,"Date:  Wed, 01 Jan 2020 06:34:56 GMT6 months ago",Game #2700792, 1.4x,,,
918,"Date:  Wed, 01 Jan 2020 06:35:10 GMT6 months ago",Game #2700793, 3.05x,,,
919,"Date:  Wed, 01 Jan 2020 06:35:34 GMT6 months ago",Game #2700794, 1.84x,,,
920,"Date:  Wed, 01 Jan 2020 06:35:51 GMT6 months ago",Game #2700795, 12.48x,,,
921,"Date:  Wed, 01 Jan 2020 06:36:36 GMT6 months ago",Game #2700796, 4.77x,,,
922,"Date:  Wed, 01 Jan 2020 06:37:06 GMT6 months ago",Game #2700797, 7.78x,,,
923,"Date:  Wed, 01 Jan 2020 06:37:44 GMT6 months ago",Game #2700798, 7.37x,,,
924,"Date:  Wed, 01 Jan 2020 06:38:21 GMT6 months ago",Game #2700799, 1.15x,,,
925,"Date:  Wed, 01 Jan 2020 06:38:32 GMT6 months ago",Game #2700800, 6.46x,,,
926,"Date:  Wed, 01 Jan 2020 06:39:07 GMT6 months ago",Game #2700801, 1.37x,,,
927,"Date:  Wed, 01 Jan 2020 06:39:20 GMT6 months ago",Game #2700802, 1.5x,,,
928,"Date:  Wed, 01 Jan 2020 06:39:34 GMT6 months ago",Game #2700803, 1.77x,,,
929,"Date:  Wed, 01 Jan 2020 06:39:50 GMT6 months ago",Game #2700804, 1.12x,,,
930,"Date:  Wed, 01 Jan 2020 06:40:00 GMT6 months ago",Game #2700805, 1.31x,,,
931,"Date:  Wed, 01 Jan 2020 06:40:12 GMT6 months ago",Game #2700806, 1.51x,,,
932,"Date:  Wed, 01 Jan 2020 06:40:27 GMT6 months ago",Game #2700807, 6.75x,,,
933,NAN,NAN,NAN,,,
934,"Date:  Wed, 01 Jan 2020 06:41:14 GMT6 months ago",Game #2700809, 1x,,,
935,"Date:  Wed, 01 Jan 2020 06:41:23 GMT6 months ago",Game #2700810, 1.01x,,,
936,"Date:  Wed, 01 Jan 2020 06:41:31 GMT6 months ago",Game #2700811, 1.08x,,,
937,"Date:  Wed, 01 Jan 2020 06:41:40 GMT6 months ago",Game #2700812, 2.9x,,,
938,"Date:  Wed, 01 Jan 2020 06:42:04 GMT6 months ago",Game #2700813, 1.91x,,,
939,"Date:  Wed, 01 Jan 2020 06:42:22 GMT6 months ago",Game #2700814, 1.05x,,,
940,"Date:  Wed, 01 Jan 2020 06:42:31 GMT6 months ago",Game #2700815, 1.33x,,,
941,"Date:  Wed, 01 Jan 2020 06:42:43 GMT6 months ago",Game #2700816, 2.5x,,,
942,NAN,NAN,NAN,,,
943,"Date:  Wed, 01 Jan 2020 06:43:14 GMT6 months ago",Game #2700818, 1.9x,,,
944,"Date:  Wed, 01 Jan 2020 06:43:32 GMT6 months ago",Game #2700819, 2.42x,,,
945,"Date:  Wed, 01 Jan 2020 06:43:53 GMT6 months ago",Game #2700820, 3.34x,,,
946,"Date:  Wed, 01 Jan 2020 06:44:19 GMT6 months ago",Game #2700821, 1.79x,,,
947,"Date:  Wed, 01 Jan 2020 06:44:35 GMT6 months ago",Game #2700822, 1.9x,,,
948,"Date:  Wed, 01 Jan 2020 06:44:53 GMT6 months ago",Game #2700823, 1.53x,,,
949,"Date:  Wed, 01 Jan 2020 06:45:07 GMT6 months ago",Game #2700824, 229.08x,,,
950,"Date:  Wed, 01 Jan 2020 06:46:34 GMT6 months ago",Game #2700825, 1.24x,,,
951,"Date:  Wed, 01 Jan 2020 06:46:45 GMT6 months ago",Game #2700826, 1.22x,,,
952,"Date:  Wed, 01 Jan 2020 06:46:56 GMT6 months ago",Game #2700827, 2.81x,,,
953,"Date:  Wed, 01 Jan 2020 06:47:19 GMT6 months ago",Game #2700828, 1.21x,,,
954,"Date:  Wed, 01 Jan 2020 06:47:30 GMT6 months ago",Game #2700829, 1.1x,,,
955,"Date:  Wed, 01 Jan 2020 06:47:40 GMT6 months ago",Game #2700830, 4.1x,,,
956,"Date:  Wed, 01 Jan 2020 06:48:09 GMT6 months ago",Game #2700831, 1.1x,,,
957,"Date:  Wed, 01 Jan 2020 06:48:18 GMT6 months ago",Game #2700832, 1.08x,,,
958,"Date:  Wed, 01 Jan 2020 06:48:28 GMT6 months ago",Game #2700833, 1.22x,,,
959,"Date:  Wed, 01 Jan 2020 06:48:39 GMT6 months ago",Game #2700834, 2.59x,,,
960,"Date:  Wed, 01 Jan 2020 06:49:01 GMT6 months ago",Game #2700835, 1.03x,,,
961,"Date:  Wed, 01 Jan 2020 06:49:10 GMT6 months ago",Game #2700836, 1.38x,,,
962,"Date:  Wed, 01 Jan 2020 06:49:23 GMT6 months ago",Game #2700837, 6.4x,,,
963,"Date:  Wed, 01 Jan 2020 06:49:58 GMT6 months ago",Game #2700838, 2.15x,,,
964,NAN,NAN,NAN,,,
965,NAN,NAN,NAN,,,
966,"Date:  Wed, 01 Jan 2020 06:50:43 GMT6 months ago",Game #2700841, 23.49x,,,
967,"Date:  Wed, 01 Jan 2020 06:51:36 GMT6 months ago",Game #2700842, 48.68x,,,
968,"Date:  Wed, 01 Jan 2020 06:52:41 GMT6 months ago",Game #2700843, 1.45x,,,
969,"Date:  Wed, 01 Jan 2020 06:52:54 GMT6 months ago",Game #2700844, 4.13x,,,
970,"Date:  Wed, 01 Jan 2020 06:53:23 GMT6 months ago",Game #2700845, 1.18x,,,
971,"Date:  Wed, 01 Jan 2020 06:53:34 GMT6 months ago",Game #2700846, 1.28x,,,
972,"Date:  Wed, 01 Jan 2020 06:53:46 GMT6 months ago",Game #2700847, 7.44x,,,
973,"Date:  Wed, 01 Jan 2020 06:54:23 GMT6 months ago",Game #2700848, 3.02x,,,
974,"Date:  Wed, 01 Jan 2020 06:54:47 GMT6 months ago",Game #2700849, 2.13x,,,
975,"Date:  Wed, 01 Jan 2020 06:55:06 GMT6 months ago",Game #2700850, 1.79x,,,
976,"Date:  Wed, 01 Jan 2020 06:55:23 GMT6 months ago",Game #2700851, 1.32x,,,
977,"Date:  Wed, 01 Jan 2020 06:55:35 GMT6 months ago",Game #2700852, 2.46x,,,
978,"Date:  Wed, 01 Jan 2020 06:55:56 GMT6 months ago",Game #2700853, 1.09x,,,
979,"Date:  Wed, 01 Jan 2020 06:56:06 GMT6 months ago",Game #2700854, 1.15x,,,
980,"Date:  Wed, 01 Jan 2020 06:56:16 GMT6 months ago",Game #2700855, 13.46x,,,
981,"Date:  Wed, 01 Jan 2020 06:57:02 GMT6 months ago",Game #2700856, 2.08x,,,
982,"Date:  Wed, 01 Jan 2020 06:57:20 GMT6 months ago",Game #2700857, 1.67x,,,
983,"Date:  Wed, 01 Jan 2020 06:57:36 GMT6 months ago",Game #2700858, 1x,,,
984,"Date:  Wed, 01 Jan 2020 06:57:44 GMT6 months ago",Game #2700859, 1.24x,,,
985,"Date:  Wed, 01 Jan 2020 06:57:56 GMT6 months ago",Game #2700860, 1.72x,,,
986,"Date:  Wed, 01 Jan 2020 06:58:12 GMT6 months ago",Game #2700861, 1.5x,,,
987,"Date:  Wed, 01 Jan 2020 06:58:26 GMT6 months ago",Game #2700862, 2.96x,,,
988,"Date:  Wed, 01 Jan 2020 06:58:50 GMT6 months ago",Game #2700863, 11.71x,,,
989,"Date:  Wed, 01 Jan 2020 06:59:34 GMT6 months ago",Game #2700864, 10.37x,,,
990,"Date:  Wed, 01 Jan 2020 07:00:16 GMT6 months ago",Game #2700865, 1.63x,,,
991,"Date:  Wed, 01 Jan 2020 07:00:31 GMT6 months ago",Game #2700866, 27.54x,,,
992,"Date:  Wed, 01 Jan 2020 07:01:27 GMT6 months ago",Game #2700867, 1.04x,,,
993,NAN,NAN,NAN,,,
994,"Date:  Wed, 01 Jan 2020 07:02:00 GMT6 months ago",Game #2700869, 2.19x,,,
995,"Date:  Wed, 01 Jan 2020 07:02:20 GMT6 months ago",Game #2700870, 1.7x,,,
996,"Date:  Wed, 01 Jan 2020 07:02:36 GMT6 months ago",Game #2700871, 4.31x,,,
997,"Date:  Wed, 01 Jan 2020 07:03:05 GMT6 months ago",Game #2700872, 1.33x,,,
998,"Date:  Wed, 01 Jan 2020 07:03:17 GMT6 months ago",Game #2700873, 1.82x,,,
999,"Date:  Wed, 01 Jan 2020 07:03:34 GMT6 months ago",Game #2700874, 1.32x,,,
1000,"Date:  Wed, 01 Jan 2020 07:03:47 GMT6 months ago",Game #2700875, 2.01x,,,
